Selection_table1,View,Channel,BeginFile_table1,EndFile,BeginTime_s__table1,EndTime_s__table1,BegFileSamp_samples_,EndFileSamp_samples_,BeginDateTime,DeltaTime_s__table1,LowFreq_Hz_,HighFreq_Hz_,Dur90__s_,Freq5__Hz_,Freq95__Hz_,From,channel_table1,t0_table1,tEnd_table1,duration_table1,fLow_table1,fHigh_table1,freq_table1_1,freq_table1_2,soundFolder_table1,siteCode_table1,classification_table1,key,detect_t1,Selection_table2,BeginTime_s__table2,EndTime_s__table2,LowFrequency_Hz_,HighFrequency_Hz_,BeginFile_table2,FileOffset_s_,Score,Tags,BeginPath,channel_table2,t0_table2,DeltaTime_s__table2,tEnd_table2,duration_table2,fLow_table2,fHigh_table2,freq_table2_1,freq_table2_2,soundFolder_table2,siteCode_table2,classification_table2,detect_t2,overlap,t0,dt0,duration,tEnd,freq_1,freq_2,soundFolder,result,snr,rmsSignal,rmsNoise,noiseVar,verdict,freq_1,freq_2,snrLurton
381,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,633141.296,633145.1481,224944,228796,03:44.3,3.8521,31.3,79.2,3.234,33.203,72.266,,1,737762.6693,737762.6693,3.852101415,31.3,79.2,31.3,79.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,381,1,9400,633140.352,633146.848,20,115,20191203_160000.wav,224,1,Bm-D,NaN,1,737762.6693,6.496,737762.6693,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,184.5156578,737762.6693,3/12/2019 16:03,6.49600178,737762.6693,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-3.853818202,2.93E-06,2.34E-06,1.40E-12,1,20,115,-6.035389032
382,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,633210.0313,633211.4889,293679,295137,04:53.0,1.4576,63.9,86.2,0.924,66.406,83.008,,1,737762.6701,737762.6701,1.457596198,63.9,86.2,63.9,86.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,382,1,9401,633208.352,633212.848,20,115,20191203_160000.wav,292,1,Bm-D,NaN,1,737762.67,4.496,737762.6701,4.49600257,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,32.50439521,737762.6701,3/12/2019 16:04,4.49600257,737762.6701,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-3.969359447,1.79E-06,1.31E-06,1.71E-13,1,20,115,1.206004997
383,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,633424.0637,633427.3953,507712,511043,08:27.1,3.3316,39.1,91.8,2.926,41.016,83.008,,1,737762.6725,737762.6726,3.331595287,39.1,91.8,39.1,91.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,383,1,9407,633420.352,633428.848,20,115,20191203_160000.wav,504,1,Bm-D,NaN,1,737762.6725,8.496,737762.6726,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,175.5750716,737762.6725,3/12/2019 16:08,8.49600099,737762.6726,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-4.211128832,1.78E-06,1.67E-06,2.11E-13,1,20,115,-12.47441239
384,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,633449.0506,633452.174,532699,535822,08:52.1,3.1234,48.2,95.1,2.618,49.805,87.891,,1,737762.6728,737762.6729,3.12339887,48.2,95.1,48.2,95.1,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,384,1,9408,633448.352,633454.848,20,115,20191203_160000.wav,532,1,Bm-D,NaN,1,737762.6728,6.496,737762.6729,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,146.487407,737762.6728,3/12/2019 16:08,6.49600178,737762.6729,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-5.018278149,1.65E-06,5.45E-06,5.44E-11,1,20,115,-5.771108444
385,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,633384.1888,633386.1669,467837,469815,07:47.2,1.9781,70.8,89.7,1.54,72.266,86.914,,1,737762.6721,737762.6721,1.978102326,70.8,89.7,70.8,89.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,385,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737762.6721,3/12/2019 16:07,1.978102326,737762.6721,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-24.34902771,2.09E-06,1.92E-06,5.28E-13,1,20,115,-12.85042062
386,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,633727.1206,633730.8687,810769,814517,13:30.1,3.748,37.7,77.7,3.08,40.039,70.312,,1,737762.676,737762.6761,3.747998178,37.7,77.7,37.7,77.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,386,1,9415,633726.352,633732.848,20,115,20191203_160000.wav,810,1,Bm-D,NaN,1,737762.676,6.496,737762.6761,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,149.9199271,737762.676,3/12/2019 16:13,6.49600178,737762.6761,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-1.249376485,2.71E-06,2.24E-06,1.97E-12,1,20,115,-9.672552633
387,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,633791.9549,633795.2345,875603,878882,14:36.0,3.2795,35.7,79.3,2.772,37.109,72.266,,1,737762.6768,737762.6768,3.279503435,35.7,79.3,35.7,79.3,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,387,1,9417,633790.352,633796.848,20,115,20191203_160000.wav,874,1,Bm-D,NaN,1,737762.6768,6.496,737762.6769,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,142.9863498,737762.6768,3/12/2019 16:14,6.49600178,737762.6769,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-7.771547774,2.26E-06,2.41E-06,1.82E-12,1,20,115,-19.17972938
388,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,633861.2596,633864.9036,944908,948552,15:44.3,3.6439,46.7,78.1,3.08,46.875,73.242,,1,737762.6776,737762.6776,3.643904999,46.7,78.1,46.7,78.1,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,388,1,9419,633860.352,633866.848,20,115,20191203_160000.wav,944,1,Bm-D,NaN,1,737762.6776,6.496,737762.6777,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,114.418617,737762.6776,3/12/2019 16:15,6.49600178,737762.6777,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-4.428812509,2.12E-06,1.68E-06,3.67E-13,1,20,115,-2.8018875
389,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,633917.2795,633919.2056,1000927,1002854,16:40.3,1.9261,30.8,55.3,1.54,32.227,52.734,,1,737762.6782,737762.6783,1.926100999,30.8,55.3,30.8,55.3,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,389,1,9422,633914.352,633920.848,20,115,20191203_160000.wav,998,1,Bm-D,NaN,1,737762.6782,6.496,737762.6783,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,47.18947448,737762.6782,3/12/2019 16:16,6.49600178,737762.6783,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,2.665425784,2.36E-06,1.39E-06,1.96E-13,1,20,115,6.811895598
390,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,634035.8665,634038.157,1119514,1121805,18:39.9,2.2905,42.8,71.2,1.848,43.945,65.43,,1,737762.6796,737762.6797,2.290502563,42.8,71.2,42.8,71.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,390,1,9426,634034.352,634042.848,20,115,20191203_160000.wav,1118,1,Bm-D,NaN,1,737762.6796,8.496,737762.6797,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,65.05027279,737762.6796,3/12/2019 16:18,8.49600099,737762.6797,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-48.31389721,2.10E-06,2.24E-06,2.12E-12,1,20,115,-20.43815474
391,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,634214.3658,634217.385,1298014,1301033,21:38.4,3.0193,23,73.6,2.618,25.391,69.336,,1,737762.6817,737762.6817,3.019295633,23,73.6,23,73.6,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,391,1,9431,634212.352,634218.848,20,115,20191203_160000.wav,1296,1,Bm-D,NaN,1,737762.6817,6.496,737762.6817,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,152.776359,737762.6817,3/12/2019 16:21,6.49600178,737762.6818,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-34.63193909,1.90E-06,1.79E-06,2.82E-13,1,20,115,-13.47024972
392,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,634382.5718,634386.0075,1466220,1469655,24:26.6,3.4357,34.8,79.3,2.926,37.109,71.289,,1,737762.6836,737762.6837,3.435698524,34.8,79.3,34.8,79.3,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,392,1,9439,634380.352,634388.848,20,115,20191203_160000.wav,1464,1,Bm-D,NaN,1,737762.6836,8.496,737762.6837,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,152.8885843,737762.6836,3/12/2019 16:24,8.49600099,737762.6837,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-8.312829731,2.27E-06,1.92E-06,1.12E-13,1,20,115,0.575486401
393,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,634432.2228,634435.138,1515871,1518786,25:15.2,2.9151,50.5,82.6,2.464,51.758,75.195,,1,737762.6842,737762.6842,2.915101871,50.5,82.6,50.5,82.6,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,393,1,9441,634430.352,634436.848,20,115,20191203_160000.wav,1514,1,Bm-D,NaN,1,737762.6842,6.496,737762.6843,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,93.57477006,737762.6842,3/12/2019 16:25,6.49600178,737762.6843,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-7.307507291,2.06E-06,1.80E-06,8.94E-13,1,20,115,-11.41628778
394,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,634630.6151,634634.1549,1714263,1717803,28:34.6,3.5398,32.6,76.1,2.926,34.18,68.359,,1,737762.6865,737762.6866,3.539801762,32.6,76.1,32.6,76.1,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,394,1,9448,634628.352,634636.848,20,115,20191203_160000.wav,1712,1,Bm-D,NaN,1,737762.6865,8.496,737762.6866,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,153.9813766,737762.6865,3/12/2019 16:28,8.49600099,737762.6866,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,11.45093229,2.02E-06,1.58E-06,1.50E-13,1,20,115,1.129136632
395,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,634761.3852,634763.6236,1845033,1847272,30:45.4,2.2384,52,92.2,2.002,52.734,87.891,,1,737762.688,737762.6881,2.238400653,52,92.2,52,92.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,395,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737762.688,3/12/2019 16:30,2.238400653,737762.6881,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-6.1143017,3.51E-06,2.91E-06,1.93E-12,1,20,115,-7.360060093
396,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,635578.099,635581.3265,2661747,2664975,44:21.1,3.2275,45.5,76.8,2.926,46.875,72.266,,1,737762.6975,737762.6975,3.227502108,45.5,76.8,45.5,76.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,396,1,9464,635576.352,635582.848,20,115,20191203_160000.wav,2660,1,Bm-D,NaN,1,737762.6975,6.496,737762.6975,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,101.020816,737762.6975,3/12/2019 16:44,6.49600178,737762.6975,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-16.98982914,1.97E-06,1.69E-06,1.23E-12,1,20,115,-12.01134605
397,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,635613.2889,635615.4232,2696937,2699071,44:56.3,2.1343,34.8,79.7,1.694,36.133,74.219,,1,737762.6979,737762.6979,2.134297416,34.8,79.7,34.8,79.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,397,1,9467,635610.352,635616.848,20,115,20191203_160000.wav,2694,1,Bm-D,NaN,1,737762.6978,6.496,737762.6979,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,95.82995396,737762.6979,3/12/2019 16:44,6.49600178,737762.6979,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,4.898227549,2.03E-06,1.35E-06,1.91E-13,1,20,115,3.846267003
398,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,635665.4555,635669.3597,2749104,2753008,45:49.5,3.9042,74.3,95.5,2.464,76.172,89.844,,1,737762.6985,737762.6985,3.904203326,74.3,95.5,74.3,95.5,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,398,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737762.6985,3/12/2019 16:45,3.904203326,737762.6985,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-13.86913252,2.17E-06,1.88E-06,2.75E-13,1,20,115,-5.085130022
399,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,635790.8672,635793.1576,2874515,2876806,47:54.9,2.2905,39.3,81.2,2.002,41.016,74.219,,1,737762.6999,737762.7,2.290502563,39.3,81.2,39.3,81.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,399,1,9469,635788.352,635794.848,20,115,20191203_160000.wav,2872,0.99,Bm-D,NaN,1,737762.6999,6.496,737762.7,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,95.97205739,737762.6999,3/12/2019 16:47,6.49600178,737762.7,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,9.69415107,2.14E-06,1.94E-06,3.58E-13,1,20,115,-9.458069485
400,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,636052.4513,636056.824,3136099,3140472,52:16.5,4.3727,69.9,96.9,3.388,72.266,91.797,,1,737762.703,737762.703,4.372698069,69.9,96.9,69.9,96.9,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,400,1,9471,636050.352,636058.848,20,115,20191203_160000.wav,3134,1,Bm-D,NaN,1,737762.7029,8.496,737762.703,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,118.0628479,737762.703,3/12/2019 16:52,8.49600099,737762.7031,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,4.522945576,1.91E-06,1.84E-06,3.97E-13,1,20,115,-19.8075043
401,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,636077.1259,636079.8849,3160774,3163533,52:40.1,2.759,55.3,99.5,2.002,57.617,94.727,,1,737762.7032,737762.7033,2.758997306,55.3,99.5,55.3,99.5,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,401,1,9472,636074.352,636080.848,20,115,20191203_160000.wav,3158,1,Bm-D,NaN,1,737762.7032,6.496,737762.7033,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,121.9476809,737762.7032,3/12/2019 16:52,6.49600178,737762.7033,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-29.79699146,3.56E-06,4.12E-06,6.06E-11,1,20,115,-22.77544975
402,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,636145.0631,636146.8851,3228711,3230533,53:48.1,1.822,49.3,77.9,1.386,51.758,73.242,,1,737762.704,737762.704,1.821997762,49.3,77.9,49.3,77.9,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,402,1,9474,636142.352,636148.848,20,115,20191203_160000.wav,3226,0.99,Bm-D,NaN,1,737762.704,6.496,737762.7041,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,52.10913599,737762.704,3/12/2019 16:53,6.49600178,737762.7041,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-7.625793857,1.85E-06,1.61E-06,2.72E-13,1,20,115,-6.792172169
403,Spectrogram 1,1,20191203_160000.wav,20191203_160000.wav,636224.6985,636227.5616,3308347,3311210,55:08.7,2.8631,38.9,77.7,2.464,40.039,71.289,,1,737762.705,737762.705,2.863100544,38.9,77.7,38.9,77.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,403,1,9478,636222.352,636228.848,20,115,20191203_160000.wav,3306,1,Bm-D,NaN,1,737762.7049,6.496,737762.705,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,111.0883011,737762.705,3/12/2019 16:55,6.49600178,737762.705,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-0.173029056,2.19E-06,1.66E-06,3.17E-13,1,20,115,-0.626269179
404,Spectrogram 1,1,20191201_180000.wav,20191201_180000.wav,631016.1568,631021.1021,1699662,1704607,28:19.2,4.9453,63.6,89.7,3.234,67.383,84.961,,1,737760.7697,737760.7697,4.945296049,63.6,89.7,63.6,89.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,404,1,9372,631014.495,631022.991,20,115,20191201_180000.wav,1698,1,Bm-D,NaN,1,737760.7697,8.496,737760.7698,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,129.0722269,737760.7697,1/12/2019 18:28,8.49600099,737760.7698,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-14.87203114,8.97E-06,8.03E-06,4.15E-12,1,20,115,-6.652435254
405,Spectrogram 1,1,20191201_180000.wav,20191201_180000.wav,631086.9403,631091.313,1770445,1774818,29:30.9,4.3727,54.9,80.6,3.696,56.641,76.172,,1,737760.7705,737760.7705,4.372698069,54.9,80.6,54.9,80.6,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,405,1,9373,631084.495,631092.991,20,115,20191201_180000.wav,1768,0.99,Bm-D,NaN,1,737760.7705,8.496,737760.7706,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,112.3783404,737760.7705,1/12/2019 18:29,8.49600099,737760.7706,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-2.878836496,8.10E-06,9.21E-06,5.90E-12,1,20,115,-6.793447684
406,Spectrogram 1,1,20191201_180000.wav,20191201_180000.wav,631423.1154,631427.4361,2106620,2110941,35:06.1,4.3207,42.6,75.2,3.388,43.945,68.359,,1,737760.7744,737760.7744,4.320696741,42.6,75.2,42.6,75.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,406,1,9381,631422.495,631428.991,20,115,20191201_180000.wav,2106,1,Bm-D,NaN,1,737760.7744,6.496,737760.7745,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,140.8547138,737760.7744,1/12/2019 18:35,6.49600178,737760.7745,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-30.51768495,1.44E-05,1.05E-05,1.14E-11,1,20,115,1.271952116
407,Spectrogram 1,1,20191201_180000.wav,20191201_180000.wav,631431.8088,631435.9733,2115314,2119478,35:15.8,4.1645,66.1,86.2,3.696,68.359,83.008,,1,737760.7745,737760.7745,4.164501652,66.1,86.2,66.1,86.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,407,1,9382,631430.495,631436.991,20,115,20191201_180000.wav,2114,0.99,Bm-D,NaN,1,737760.7745,6.496,737760.7745,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,83.70648321,737760.7745,1/12/2019 18:35,6.49600178,737760.7746,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-12.16330375,8.46E-06,9.33E-06,1.35E-11,1,20,115,-12.46184407
408,Spectrogram 1,1,20191201_180000.wav,20191201_180000.wav,631545.681,631550.3661,2229186,2233871,37:09.7,4.685,56.9,85.7,4.158,58.594,82.031,,1,737760.7758,737760.7759,4.684997723,56.9,85.7,56.9,85.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,408,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737760.7758,1/12/2019 18:37,4.684997723,737760.7759,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-1.82545242,9.62E-06,7.54E-06,7.03E-12,1,20,115,-2.129255673
409,Spectrogram 1,1,20191201_180000.wav,20191201_180000.wav,631592.2904,631598.0686,2275795,2281574,37:55.3,5.7782,59.2,94.9,4.774,60.547,90.82,,1,737760.7763,737760.7764,5.778202415,59.2,94.9,59.2,94.9,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,409,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737760.7763,1/12/2019 18:37,5.778202415,737760.7764,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-15.61672881,1.13E-05,9.84E-06,1.67E-11,1,20,115,-8.702219283
410,Spectrogram 1,1,20191201_180000.wav,20191201_180000.wav,631634.612,631641.5354,2318117,2325040,38:38.6,6.9235,61.4,95.1,5.544,63.477,91.797,,1,737760.7768,737760.7769,6.923498958,61.4,95.1,61.4,95.1,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,410,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737760.7768,1/12/2019 18:38,6.923498958,737760.7769,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-11.44401338,7.89E-06,1.03E-05,3.15E-11,1,20,115,-7.418642598
411,Spectrogram 1,1,20191201_180000.wav,20191201_180000.wav,631685.4795,631690.6851,2368985,2374190,39:28.5,5.2056,52.9,88.6,4.466,54.688,84.961,,1,737760.7774,737760.7775,5.205604434,52.9,88.6,52.9,88.6,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,411,1,9386,631684.495,631690.991,20,115,20191201_180000.wav,2368,0.99,Bm-D,NaN,1,737760.7774,6.496,737760.7775,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,185.8400783,737760.7774,1/12/2019 18:39,6.49600178,737760.7775,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-4.406852688,1.02E-05,8.67E-06,9.59E-12,1,20,115,-6.400564096
412,Spectrogram 1,1,20191201_180000.wav,20191201_180000.wav,631873.25,631877.2062,2556755,2560711,42:36.2,3.9563,61.8,86.4,3.388,63.477,83.984,,1,737760.7796,737760.7796,3.956295177,61.8,86.4,61.8,86.4,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,412,1,9389,631870.495,631876.991,20,115,20191201_180000.wav,2554,0.99,Bm-D,NaN,1,737760.7796,6.496,737760.7796,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,97.32486136,737760.7796,1/12/2019 18:42,6.49600178,737760.7797,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-13.29839347,9.67E-06,9.66E-06,1.06E-11,1,20,115,-51.34806197
413,Spectrogram 1,1,20191201_180000.wav,20191201_180000.wav,632620.3955,632626.7984,3303901,3310303,55:03.4,6.4029,54.5,83,5.39,54.688,79.102,,1,737760.7882,737760.7883,6.402902305,54.5,83,54.5,83,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,413,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737760.7882,1/12/2019 18:55,6.402902305,737760.7883,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-13.53693922,9.05E-06,7.54E-06,4.34E-12,1,20,115,-2.824806546
414,Spectrogram 1,1,20191129_190000.wav,20191129_190000.wav,626891.2724,626896.9465,1174634,1180308,19:34.3,5.6741,53.4,92.4,1.694,64.453,84.961,,1,737758.8053,737758.8053,5.674099177,53.4,92.4,53.4,92.4,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,414,1,9319,626890.638,626899.134,20,115,20191129_190000.wav,1174,0.99,Bm-D,NaN,1,737758.8053,8.496,737758.8054,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,221.2898679,737758.8053,29/11/2019 19:19,8.49600099,737758.8054,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,27.31127581,4.61E-05,3.64E-06,9.27E-13,1,20,115,32.88793327
415,Spectrogram 1,1,20191129_190000.wav,20191129_190000.wav,626948.8624,626954.6927,1232224,1238055,20:32.9,5.8303,53.8,92.6,3.388,61.523,83.984,,1,737758.8059,737758.806,5.830304325,53.8,92.6,53.8,92.6,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,415,1,9320,626946.638,626957.134,20,115,20191129_190000.wav,1230,1,Bm-D,NaN,1,737758.8059,10.496,737758.806,10.4960002,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,226.2158078,737758.8059,29/11/2019 19:20,10.4960002,737758.8061,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,6.253246161,1.06E-05,4.76E-06,2.58E-12,1,20,115,11.22359603
416,Spectrogram 1,1,20191129_190000.wav,20191129_190000.wav,627372.0011,627378.0396,1655363,1661402,27:35.0,6.0385,47.6,90.9,1.848,61.523,84.961,,1,737758.8108,737758.8109,6.038500741,47.6,90.9,47.6,90.9,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,416,1,9325,627370.638,627379.134,20,115,20191129_190000.wav,1654,1,Bm-D,NaN,1,737758.8108,8.496,737758.8109,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,261.4670821,737758.8108,29/11/2019 19:27,8.49600099,737758.8109,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,17.68832736,3.50E-05,4.02E-06,1.34E-12,1,20,115,28.53119806
